"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2018","2018",13.6,"D","Difference in methodology"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GRC","Greece","2019","2019",15.3,"D","Difference in methodology"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",0.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2011","2011",0.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",0.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2013","2013",0.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2014","2014",0.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",0.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2016","2016",0.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",0.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2018","2018",0.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2019","2019",0.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISL","Iceland","2020","2020",0.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",49.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",47.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",45.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",44.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",43.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",45.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",45.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",45.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",45.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",46.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",46.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",48,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",51.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",56.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",61,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",63.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",66.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",67.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",67.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",70,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",70.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2010","2010",6.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2011","2011",7.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2012","2012",7.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2013","2013",7.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2014","2014",8.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2015","2015",8.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2016","2016",9.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2017","2017",9.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2018","2018",9.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","MEX","Mexico","2019","2019",9.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",89,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",89.2,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",88,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",85.7,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",84.5,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",84.1,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",84.3,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",84.1,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",83.6,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",83.7,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",31.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2011","2011",30.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",30.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",29.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",29.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",28.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",28.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",28.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",28.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2019","2019",28,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2020","2020",27.7,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2010","2010",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2011","2011",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2012","2012",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2013","2013",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2014","2014",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2015","2015",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2016","2016",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2017","2017",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2018","2018",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","POL","Poland","2019","2019",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2010","2010",19.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2011","2011",19.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2012","2012",20.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2013","2013",21,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2014","2014",22.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2015","2015",25.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2016","2016",26.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2017","2017",26.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2018","2018",26,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","PRT","Portugal","2019","2019",28.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2010","2010",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2011","2011",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2012","2012",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2013","2013",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2014","2014",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2015","2015",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2016","2016",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2017","2017",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2018","2018",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2019","2019",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2020","2020",0,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ESP","Spain","2011","2011",13.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ESP","Spain","2014","2014",15.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ESP","Spain","2017","2017",16.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ESP","Spain","2020","2020",15.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CHE","Switzerland","2012","2012",27.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CHE","Switzerland","2017","2017",28.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2010","2010",2.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2011","2011",4.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2012","2012",5.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2013","2013",5.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2014","2014",5.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2015","2015",5.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2016","2016",7.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2017","2017",6.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2018","2018",8.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","TUR","Turkey","2019","2019",9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2010","2010",11.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2011","2011",10.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2012","2012",10.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2013","2013",10.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2014","2014",10.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2015","2015",10.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2016","2016",10.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2017","2017",10.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2018","2018",10.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","GBR","United Kingdom","2019","2019",10.3,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2010","2010",60.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2011","2011",60.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2012","2012",60.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2013","2013",60.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2014","2014",61.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2015","2015",62.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2016","2016",63,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2017","2017",62.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2018","2018",62.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","USA","United States","2019","2019",62,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2010","2010",80.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2011","2011",80,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2012","2012",80.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2013","2013",82.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2014","2014",83.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2015","2015",83.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2016","2016",83.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2017","2017",83.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","ISR","Israel","2018","2018",84.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2010","2010",73.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2011","2011",72.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2012","2012",72.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2013","2013",73.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2014","2014",77,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2015","2015",87.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2016","2016",84.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2017","2017",85.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2018","2018",88.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2019","2019",88,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","SVN","Slovenia","2020","2020",86.1,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","AUS","Australia","2020","2020",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CAN","Canada","2020","2020",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",0.2,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2017","2017",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2018","2018",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2019","2019",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2020","2020",0,"E","Estimated value"
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FIN","Finland","2020","2020",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2010","2010",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2011","2011",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2012","2012",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2013","2013",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2014","2014",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2015","2015",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2016","2016",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2017","2017",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2018","2018",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","FRA","France","2019","2019",0,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2010","2010",11.1,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2011","2011",11.2,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2012","2012",11.1,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2013","2013",11,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2014","2014",10.9,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2015","2015",10.8,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2016","2016",10.7,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2017","2017",10.6,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2018","2018",10.5,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2019","2019",10.5,,
"PHINPMPI","Primary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2010","2010",0,,
